Vuln ID,Severity,Group Title,Rule ID,STIG ID,Rule Title,Discussion,IA Controls,Check Content,Fix Text,False Positives,False Negatives,Documentable,Mitigations,Potential Impact,Third Party Tools,Mitigation Control,Responsibility,Severity Override Guidance,Check Content Reference,Classification,STIG,VMS Asset Posture,CCI
V-38458,medium,SRG-OS-999999,SV-50258r1_rule,RHEL-06-000042,The /etc/group file must be owned by root.,"The ""/etc/group"" file contains information regarding groups that are configured on the system. Protection of this file is important for system security.",,,"To properly set the owner of ""/etc/group"", run the command: 

# chown root /etc/group",,,FALSE,,,,,,,oval:mil.disa.fso.redhat.rhel6:def:1177,Unclass,"Red Hat Enterprise Linux 6 Security Technical Implementation Guide :: Version 1, Release: 22 Benchmark Date: 25 Jan 2019",2367,"CCI-000366
The organization implements the security configuration settings.
NIST SP 800-53 :: CM-6 b
NIST SP 800-53A :: CM-6.1 (iv)
NIST SP 800-53 Revision 4 :: CM-6 b

"
V-38459,medium,SRG-OS-999999,SV-50259r1_rule,RHEL-06-000043,The /etc/group file must be group-owned by root.,"The ""/etc/group"" file contains information regarding groups that are configured on the system. Protection of this file is important for system security.",,,"To properly set the group owner of ""/etc/group"", run the command: 

# chgrp root /etc/group",,,FALSE,,,,,,,oval:mil.disa.fso.redhat.rhel6:def:325,Unclass,"Red Hat Enterprise Linux 6 Security Technical Implementation Guide :: Version 1, Release: 22 Benchmark Date: 25 Jan 2019",2367,"CCI-000366
The organization implements the security configuration settings.
NIST SP 800-53 :: CM-6 b
NIST SP 800-53A :: CM-6.1 (iv)
NIST SP 800-53 Revision 4 :: CM-6 b

"
V-38461,medium,SRG-OS-999999,SV-50261r1_rule,RHEL-06-000044,The /etc/group file must have mode 0644 or less permissive.,"The ""/etc/group"" file contains information regarding groups that are configured on the system. Protection of this file is important for system security.",,,"To properly set the permissions of ""/etc/group"", run the command: 

# chmod 644 /etc/group",,,FALSE,,,,,,,oval:mil.disa.fso.redhat.rhel6:def:1030,Unclass,"Red Hat Enterprise Linux 6 Security Technical Implementation Guide :: Version 1, Release: 22 Benchmark Date: 25 Jan 2019",2367,"CCI-000366
The organization implements the security configuration settings.
NIST SP 800-53 :: CM-6 b
NIST SP 800-53A :: CM-6.1 (iv)
NIST SP 800-53 Revision 4 :: CM-6 b

"
V-38463,low,SRG-OS-999999,SV-50263r1_rule,RHEL-06-000003,The system must use a separate file system for /var/log.,"Placing ""/var/log"" in its own partition enables better separation between log files and other files in ""/var/"".",,,"System logs are stored in the ""/var/log"" directory. Ensure that it has its own partition or logical volume at installation time, or migrate it using LVM.",,,FALSE,,,,,,,oval:mil.disa.fso.redhat.rhel6:def:497,Unclass,"Red Hat Enterprise Linux 6 Security Technical Implementation Guide :: Version 1, Release: 22 Benchmark Date: 25 Jan 2019",2367,"CCI-000366
The organization implements the security configuration settings.
NIST SP 800-53 :: CM-6 b
NIST SP 800-53A :: CM-6.1 (iv)
NIST SP 800-53 Revision 4 :: CM-6 b

"
V-38467,low,SRG-OS-000044,SV-50267r1_rule,RHEL-06-000004,The system must use a separate file system for the system audit data path.,"Placing ""/var/log/audit"" in its own partition enables better separation between audit files and other files, and helps ensure that auditing cannot be halted due to the partition running out of space.",,,"Audit logs are stored in the ""/var/log/audit"" directory. Ensure that it has its own partition or logical volume at installation time, or migrate it later using LVM. Make absolutely certain that it is large enough to store all audit logs that will be created by the auditing daemon.",,,FALSE,,,,,,,oval:mil.disa.fso.redhat.rhel6:def:1042,Unclass,"Red Hat Enterprise Linux 6 Security Technical Implementation Guide :: Version 1, Release: 22 Benchmark Date: 25 Jan 2019",2367,"CCI-000137
The organization allocates audit record storage capacity.
NIST SP 800-53 :: AU-4
NIST SP 800-53A :: AU-4.1 (i)

"
V-38469,medium,SRG-OS-000259,SV-50269r3_rule,RHEL-06-000047,All system command files must have mode 755 or less permissive.,"System binaries are executed by privileged users, as well as system services, and restrictive permissions are necessary to ensure execution of these programs cannot be co-opted.",,,"System executables are stored in the following directories by default: 

/bin
/usr/bin
/usr/local/bin
/sbin
/usr/sbin
/usr/local/sbin

If any file in these directories is found to be group-writable or world-writable, correct its permission with the following command: 

# chmod go-w [FILE]",,,FALSE,,,,,,,oval:mil.disa.fso.redhat.rhel6:def:3055,Unclass,"Red Hat Enterprise Linux 6 Security Technical Implementation Guide :: Version 1, Release: 22 Benchmark Date: 25 Jan 2019",2367,"CCI-001499
The organization limits privileges to change software resident within software libraries.
NIST SP 800-53 :: CM-5 (6)
NIST SP 800-53A :: CM-5 (6).1
NIST SP 800-53 Revision 4 :: CM-5 (6)

"
V-38470,medium,SRG-OS-000045,SV-50270r2_rule,RHEL-06-000005,The audit system must alert designated staff members when the audit storage volume approaches capacity.,Notifying administrators of an impending disk space problem may allow them to take corrective action prior to any disruption.,,,"The ""auditd"" service can be configured to take an action when disk space starts to run low. Edit the file ""/etc/audit/auditd.conf"". Modify the following line, substituting [ACTION] appropriately: 

space_left_action = [ACTION]

Possible values for [ACTION] are described in the ""auditd.conf"" man page. These include: 

""ignore""
""syslog""
""email""
""exec""
""suspend""
""single""
""halt""


Set this to ""email"" (instead of the default, which is ""suspend"") as it is more likely to get prompt attention.  The ""syslog"" option is acceptable, provided the local log management infrastructure notifies an appropriate administrator in a timely manner.

RHEL-06-000521 ensures that the email generated through the operation ""space_left_action"" will be sent to an administrator.",,,FALSE,,,,,,,oval:mil.disa.fso.redhat.rhel6:def:865,Unclass,"Red Hat Enterprise Linux 6 Security Technical Implementation Guide :: Version 1, Release: 22 Benchmark Date: 25 Jan 2019",2367,"CCI-000138
The organization configures auditing to reduce the likelihood of storage capacity being exceeded.
NIST SP 800-53 :: AU-4
NIST SP 800-53A :: AU-4.1 (ii)

"
V-38472,medium,SRG-OS-000259,SV-50272r1_rule,RHEL-06-000048,All system command files must be owned by root.,"System binaries are executed by privileged users as well as system services, and restrictive permissions are necessary to ensure that their execution of these programs cannot be co-opted.",,,"System executables are stored in the following directories by default: 

/bin
/usr/bin
/usr/local/bin
/sbin
/usr/sbin
/usr/local/sbin

If any file [FILE] in these directories is found to be owned by a user other than root, correct its ownership with the following command: 

# chown root [FILE]",,,FALSE,,,,,,,oval:mil.disa.fso.redhat.rhel6:def:3090,Unclass,"Red Hat Enterprise Linux 6 Security Technical Implementation Guide :: Version 1, Release: 22 Benchmark Date: 25 Jan 2019",2367,"CCI-001499
The organization limits privileges to change software resident within software libraries.
NIST SP 800-53 :: CM-5 (6)
NIST SP 800-53A :: CM-5 (6).1
NIST SP 800-53 Revision 4 :: CM-5 (6)

"
V-38473,low,SRG-OS-999999,SV-50273r1_rule,RHEL-06-000007,The system must use a separate file system for user home directories.,"Ensuring that ""/home"" is mounted on its own partition enables the setting of more restrictive mount options, and also helps ensure that users cannot trivially fill partitions used for log or audit data storage.",,,"If user home directories will be stored locally, create a separate partition for ""/home"" at installation time (or migrate it later using LVM). If ""/home"" will be mounted from another system such as an NFS server, then creating a separate partition is not necessary at installation time, and the mountpoint can instead be configured later.",,,FALSE,,,,,,,oval:mil.disa.fso.redhat.rhel6:def:939,Unclass,"Red Hat Enterprise Linux 6 Security Technical Implementation Guide :: Version 1, Release: 22 Benchmark Date: 25 Jan 2019",2367,"CCI-000366
The organization implements the security configuration settings.
NIST SP 800-53 :: CM-6 b
NIST SP 800-53A :: CM-6.1 (iv)
NIST SP 800-53 Revision 4 :: CM-6 b

"
V-38475,medium,SRG-OS-000078,SV-50275r3_rule,RHEL-06-000050,The system must require passwords to contain a minimum of 15 characters.,"Requiring a minimum password length makes password cracking attacks more difficult by ensuring a larger search space. However, any security benefit from an onerous requirement must be carefully weighed against usability problems, support costs, or counterproductive behavior that may result.

While it does not negate the password length requirement, it is preferable to migrate from a password-based authentication scheme to a stronger one based on PKI (public key infrastructure).",,,"To specify password length requirements for new accounts, edit the file ""/etc/login.defs"" and add or correct the following lines: 

PASS_MIN_LEN 15

The DoD requirement is ""15"". If a program consults ""/etc/login.defs"" and also another PAM module (such as ""pam_cracklib"") during a password change operation, then the most restrictive must be satisfied.",,,FALSE,,,,,,,oval:mil.disa.fso.redhat.rhel6:def:445,Unclass,"Red Hat Enterprise Linux 6 Security Technical Implementation Guide :: Version 1, Release: 22 Benchmark Date: 25 Jan 2019",2367,"CCI-000205
The information system enforces minimum password length.
NIST SP 800-53 :: IA-5 (1) (a)
NIST SP 800-53A :: IA-5 (1).1 (i)
NIST SP 800-53 Revision 4 :: IA-5 (1) (a)

"
V-38476,high,SRG-OS-000090,SV-50276r3_rule,RHEL-06-000008,Vendor-provided cryptographic certificates must be installed to verify the integrity of system software.,The Red Hat GPG keys are necessary to cryptographically verify packages are from Red Hat. ,,,"To ensure the system can cryptographically verify base software packages come from Red Hat (and to connect to the Red Hat Network to receive them), the Red Hat GPG keys must be installed properly. To install the Red Hat GPG keys, run:

# rhn_register

If the system is not connected to the Internet or an RHN Satellite, then install the Red Hat GPG keys from trusted media such as the Red Hat installation CD-ROM or DVD. Assuming the disc is mounted in ""/media/cdrom"", use the following command as the root user to import them into the keyring:

# rpm --import /media/cdrom/RPM-GPG-KEY",,,FALSE,,,,,,,oval:mil.disa.fso.redhat.rhel6:def:3031,Unclass,"Red Hat Enterprise Linux 6 Security Technical Implementation Guide :: Version 1, Release: 22 Benchmark Date: 25 Jan 2019",2367,"CCI-000352
The information system prevents the installation of organization defined critical software programs that are not signed with a certificate that is recognized and approved by the organization.
NIST SP 800-53 :: CM-5 (3)
NIST SP 800-53A :: CM-5 (3).1 (ii)

"
V-38477,medium,SRG-OS-000075,SV-50277r1_rule,RHEL-06-000051,Users must not be able to change passwords more than once every 24 hours.,Setting the minimum password age protects against users cycling back to a favorite password after satisfying the password reuse requirement.,,,"To specify password minimum age for new accounts, edit the file ""/etc/login.defs"" and add or correct the following line, replacing [DAYS] appropriately: 

PASS_MIN_DAYS [DAYS]

A value of 1 day is considered sufficient for many environments. The DoD requirement is 1.",,,FALSE,,,,,,,oval:mil.disa.fso.redhat.rhel6:def:525,Unclass,"Red Hat Enterprise Linux 6 Security Technical Implementation Guide :: Version 1, Release: 22 Benchmark Date: 25 Jan 2019",2367,"CCI-000198
The information system enforces minimum password lifetime restrictions.
NIST SP 800-53 :: IA-5 (1) (d)
NIST SP 800-53A :: IA-5 (1).1 (v)
NIST SP 800-53 Revision 4 :: IA-5 (1) (d)

"
V-38479,medium,SRG-OS-000076,SV-50279r1_rule,RHEL-06-000053,User passwords must be changed at least every 60 days.,Setting the password maximum age ensures users are required to periodically change their passwords. This could possibly decrease the utility of a stolen password. Requiring shorter password lifetimes increases the risk of users writing down the password in a convenient location subject to physical compromise.,,,"To specify password maximum age for new accounts, edit the file ""/etc/login.defs"" and add or correct the following line, replacing [DAYS] appropriately: 

PASS_MAX_DAYS [DAYS]

The DoD requirement is 60.",,,FALSE,,,,,,,oval:mil.disa.fso.redhat.rhel6:def:617,Unclass,"Red Hat Enterprise Linux 6 Security Technical Implementation Guide :: Version 1, Release: 22 Benchmark Date: 25 Jan 2019",2367,"CCI-000199
The information system enforces maximum password lifetime restrictions.
NIST SP 800-53 :: IA-5 (1) (d)
NIST SP 800-53A :: IA-5 (1).1 (v)
NIST SP 800-53 Revision 4 :: IA-5 (1) (d)

"
V-38480,low,SRG-OS-999999,SV-50280r1_rule,RHEL-06-000054,Users must be warned 7 days in advance of password expiration.,Setting the password warning age enables users to make the change at a practical time.,,,"To specify how many days prior to password expiration that a warning will be issued to users, edit the file ""/etc/login.defs"" and add or correct the following line, replacing [DAYS] appropriately: 

PASS_WARN_AGE [DAYS]

The DoD requirement is 7.",,,FALSE,,,,,,,oval:mil.disa.fso.redhat.rhel6:def:651,Unclass,"Red Hat Enterprise Linux 6 Security Technical Implementation Guide :: Version 1, Release: 22 Benchmark Date: 25 Jan 2019",2367,"CCI-000366
The organization implements the security configuration settings.
NIST SP 800-53 :: CM-6 b
NIST SP 800-53A :: CM-6.1 (iv)
NIST SP 800-53 Revision 4 :: CM-6 b

"
V-38482,low,SRG-OS-000071,SV-50282r2_rule,RHEL-06-000056,The system must require passwords to contain at least one numeric character.,Requiring digits makes password guessing attacks more difficult by ensuring a larger search space.,,,"The pam_cracklib module's ""dcredit"" parameter controls requirements for usage of digits in a password. When set to a negative number, any password will be required to contain that many digits. When set to a positive number, pam_cracklib will grant +1 additional length credit for each digit.
 
Edit /etc/pam.d/system-auth and /etc/pam.d/password-auth adding ""dcredit=-1"" after pam_cracklib.so to require use of a digit in passwords.",,,FALSE,,,,,,,oval:mil.disa.fso.redhat.rhel6:def:453,Unclass,"Red Hat Enterprise Linux 6 Security Technical Implementation Guide :: Version 1, Release: 22 Benchmark Date: 25 Jan 2019",2367,"CCI-000194
The information system enforces password complexity by the minimum number of numeric characters used.
NIST SP 800-53 :: IA-5 (1) (a)
NIST SP 800-53A :: IA-5 (1).1 (v)
NIST SP 800-53 Revision 4 :: IA-5 (1) (a)

"
V-38483,medium,SRG-OS-000103,SV-50283r1_rule,RHEL-06-000013,The system package management tool must cryptographically verify the authenticity of system software packages during installation.,Ensuring the validity of packages' cryptographic signatures prior to installation ensures the provenance of the software and protects against malicious tampering.,,,"The ""gpgcheck"" option should be used to ensure checking of an RPM package's signature always occurs prior to its installation. To configure yum to check package signatures before installing them, ensure the following line appears in ""/etc/yum.conf"" in the ""[main]"" section: 

gpgcheck=1",,,FALSE,,,,,,,oval:mil.disa.fso.redhat.rhel6:def:937,Unclass,"Red Hat Enterprise Linux 6 Security Technical Implementation Guide :: Version 1, Release: 22 Benchmark Date: 25 Jan 2019",2367,"CCI-000663
The organization (or information system) enforces explicit rules governing the installation of software by users.
NIST SP 800-53 :: SA-7
NIST SP 800-53A :: SA-7.1 (ii)

"
V-38487,low,SRG-OS-000103,SV-50288r1_rule,RHEL-06-000015,The system package management tool must cryptographically verify the authenticity of all software packages during installation.,Ensuring all packages' cryptographic signatures are valid prior to installation ensures the provenance of the software and protects against malicious tampering.,,,"To ensure signature checking is not disabled for any repos, remove any lines from files in ""/etc/yum.repos.d"" of the form: 

gpgcheck=0",,,FALSE,,,,,,,oval:mil.disa.fso.redhat.rhel6:def:3042,Unclass,"Red Hat Enterprise Linux 6 Security Technical Implementation Guide :: Version 1, Release: 22 Benchmark Date: 25 Jan 2019",2367,"CCI-000663
The organization (or information system) enforces explicit rules governing the installation of software by users.
NIST SP 800-53 :: SA-7
NIST SP 800-53A :: SA-7.1 (ii)

"
V-38489,medium,SRG-OS-000232,SV-50290r1_rule,RHEL-06-000016,A file integrity tool must be installed.,The AIDE package must be installed if it is to be available for integrity checking.,,,"Install the AIDE package with the command: 

# yum install aide",,,FALSE,,,,,,,oval:mil.disa.fso.redhat.rhel6:def:971,Unclass,"Red Hat Enterprise Linux 6 Security Technical Implementation Guide :: Version 1, Release: 22 Benchmark Date: 25 Jan 2019",2367,"CCI-001069
The organization employs automated mechanisms to detect the presence of unauthorized software on organizational information systems and notify designated organizational officials in accordance with the organization defined frequency.
NIST SP 800-53 :: RA-5 (7)
NIST SP 800-53A :: RA-5 (7).1 (ii)

"
V-38490,medium,SRG-OS-000273,SV-50291r6_rule,RHEL-06-000503,The operating system must enforce requirements for the connection of mobile devices to operating systems.,USB storage devices such as thumb drives can be used to introduce unauthorized software and other vulnerabilities. Support for these devices should be disabled and the devices themselves should be tightly controlled.,,,"To prevent USB storage devices from being used, configure the kernel module loading system to prevent automatic loading of the USB storage driver. To configure the system to prevent the ""usb-storage"" kernel module from being loaded, add the following line to a file in the directory ""/etc/modprobe.d"": 

install usb-storage /bin/true

This will prevent the ""modprobe"" program from loading the ""usb-storage"" module, but will not prevent an administrator (or another program) from using the ""insmod"" program to load the module manually.",,,FALSE,,,,,,,oval:mil.disa.fso.redhat.rhel6:def:960,Unclass,"Red Hat Enterprise Linux 6 Security Technical Implementation Guide :: Version 1, Release: 22 Benchmark Date: 25 Jan 2019",2367,"CCI-000086
The organization enforces requirements for the connection of mobile devices to organizational information systems.
NIST SP 800-53 :: AC-19 d
NIST SP 800-53A :: AC-19.1 (iv)

"
V-38491,high,SRG-OS-000248,SV-50292r1_rule,RHEL-06-000019,There must be no .rhosts or hosts.equiv files on the system.,"Trust files are convenient, but when used in conjunction with the R-services, they can allow unauthenticated access to a system.",,,"The files ""/etc/hosts.equiv"" and ""~/.rhosts"" (in each user's home directory) list remote hosts and users that are trusted by the local system when using the rshd daemon. To remove these files, run the following command to delete them from any location. 

# rm /etc/hosts.equiv



$ rm ~/.rhosts",,,FALSE,,,,,,,oval:mil.disa.fso.redhat.rhel6:def:301,Unclass,"Red Hat Enterprise Linux 6 Security Technical Implementation Guide :: Version 1, Release: 22 Benchmark Date: 25 Jan 2019",2367,"CCI-001436
The organization disables organization defined networking protocols within the information system deemed to be nonsecure except for explicitly identified components in support of specific operational requirements.
NIST SP 800-53 :: AC-17 (8)
NIST SP 800-53A :: AC-17 (8).1 (ii)

"
V-38492,medium,SRG-OS-000109,SV-50293r1_rule,RHEL-06-000027,The system must prevent the root account from logging in from virtual consoles.,Preventing direct root login to virtual console devices helps ensure accountability for actions taken on the system using the root account. ,,,"To restrict root logins through the (deprecated) virtual console devices, ensure lines of this form do not appear in ""/etc/securetty"": 

vc/1
vc/2
vc/3
vc/4

Note:  Virtual console entries are not limited to those listed above.  Any lines starting with ""vc/"" followed by numerals should be removed.",,,FALSE,,,,,,,oval:mil.disa.fso.redhat.rhel6:def:644,Unclass,"Red Hat Enterprise Linux 6 Security Technical Implementation Guide :: Version 1, Release: 22 Benchmark Date: 25 Jan 2019",2367,"CCI-000770
The organization requires individuals to be authenticated with an individual authenticator when a group authenticator is employed.
NIST SP 800-53 :: IA-2 (5) (b)
NIST SP 800-53A :: IA-2 (5).2 (ii)
NIST SP 800-53 Revision 4 :: IA-2 (5)

"
V-38494,low,SRG-OS-000109,SV-50295r1_rule,RHEL-06-000028,The system must prevent the root account from logging in from serial consoles.,Preventing direct root login to serial port interfaces helps ensure accountability for actions taken on the systems using the root account.,,,"To restrict root logins on serial ports, ensure lines of this form do not appear in ""/etc/securetty"": 

ttyS0
ttyS1

Note:  Serial port entries are not limited to those listed above.  Any lines starting with ""ttyS"" followed by numerals should be removed",,,FALSE,,,,,,,oval:mil.disa.fso.redhat.rhel6:def:510,Unclass,"Red Hat Enterprise Linux 6 Security Technical Implementation Guide :: Version 1, Release: 22 Benchmark Date: 25 Jan 2019",2367,"CCI-000770
The organization requires individuals to be authenticated with an individual authenticator when a group authenticator is employed.
NIST SP 800-53 :: IA-2 (5) (b)
NIST SP 800-53A :: IA-2 (5).2 (ii)
NIST SP 800-53 Revision 4 :: IA-2 (5)

"
V-38495,medium,SRG-OS-000057,SV-50296r1_rule,RHEL-06-000384,Audit log files must be owned by root.,"If non-privileged users can write to audit logs, audit trails can be modified or destroyed.",,,"Change the owner of the audit log files with the following command: 

# chown root [audit_file]",,,FALSE,,,,,,,oval:mil.disa.fso.redhat.rhel6:def:773,Unclass,"Red Hat Enterprise Linux 6 Security Technical Implementation Guide :: Version 1, Release: 22 Benchmark Date: 25 Jan 2019",2367,"CCI-000162
The information system protects audit information from unauthorized access.
NIST SP 800-53 :: AU-9
NIST SP 800-53A :: AU-9.1
NIST SP 800-53 Revision 4 :: AU-9

"
